0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;label
0.875;0.5;0.875;0.48214285714285715;0.875;0.4642857142857143;0.875;0.44642857142857145;0.8392857142857143;0.48214285714285715;0.8035714285714286;0.5535714285714286;0.7321428571428571;0.6428571428571429;0.6964285714285714;0.75;0.6964285714285714;0.8392857142857143;0.6964285714285714;0.9107142857142857;0.7321428571428571;0.9821428571428571;0.7678571428571429;1.0;0.8035714285714286;0.9821428571428571;0.8571428571428571;0.8928571428571429;0.9285714285714286;0.7321428571428571;0.9642857142857143;0.5535714285714286;0.9821428571428571;0.4107142857142857;0.9821428571428571;0.3392857142857143;0.9642857142857143;0.3392857142857143;0.9464285714285714;0.35714285714285715;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0.6981132075471698;0.8301886792452831;0.7169811320754716;0.8490566037735849;0.7358490566037735;0.8490566037735849;0.7358490566037735;0.8490566037735849;0.7547169811320755;0.8301886792452831;0.7735849056603774;0.7924528301886793;0.7924528301886793;0.7358490566037735;0.8301886792452831;0.6792452830188679;0.8679245283018868;0.6037735849056604;0.9245283018867925;0.5471698113207547;0.9433962264150944;0.49056603773584906;0.9622641509433962;0.4716981132075472;0.9811320754716981;0.49056603773584906;0.9811320754716981;0.49056603773584906;1.0;0.5283018867924528;1.0;0.5660377358490566;0.9811320754716981;0.6415094339622641;0.9433962264150944;0.7358490566037735;0.9245283018867925;0.8113207547169812;0.9056603773584906;0.8301886792452831;0.9056603773584906;0.7924528301886793;0.9433962264150944;0.7169811320754716;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
0.609375;0.6875;0.625;0.6875;0.609375;0.6875;0.609375;0.671875;0.59375;0.625;0.59375;0.59375;0.609375;0.578125;0.625;0.5625;0.640625;0.546875;0.671875;0.53125;0.703125;0.53125;0.703125;0.59375;0.65625;0.796875;0.625;0.953125;0.59375;1.0;0.59375;1.0;0.59375;0.984375;0.59375;0.953125;0.625;0.90625;0.671875;0.890625;0.71875;0.90625;0.734375;0.921875;0.75;0.921875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2
0.7647058823529411;0.6470588235294118;0.7843137254901961;0.6470588235294118;0.7843137254901961;0.6470588235294118;0.7843137254901961;0.6078431372549019;0.8235294117647058;0.5686274509803921;0.8823529411764706;0.5098039215686274;0.9215686274509803;0.5098039215686274;0.9215686274509803;0.5098039215686274;0.9411764705882353;0.5490196078431373;0.9215686274509803;0.6274509803921569;0.9019607843137255;0.6862745098039216;0.8823529411764706;0.7058823529411765;0.8823529411764706;0.7058823529411765;0.9019607843137255;0.7058823529411765;0.9607843137254902;0.7254901960784313;0.9803921568627451;0.7254901960784313;1.0;0.7450980392156863;1.0;0.803921568627451;0.9607843137254902;0.8823529411764706;0.8823529411764706;0.9607843137254902;0.8235294117647058;1.0;0.8431372549019608;1.0;0.9019607843137255;0.9215686274509803;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3
0.8490566037735849;0.4339622641509434;0.8679245283018868;0.4339622641509434;0.8679245283018868;0.4339622641509434;0.8679245283018868;0.4339622641509434;0.8867924528301887;0.4339622641509434;0.8867924528301887;0.4339622641509434;0.8867924528301887;0.4339622641509434;0.8867924528301887;0.4339622641509434;0.8679245283018868;0.4716981132075472;0.8301886792452831;0.5471698113207547;0.8113207547169812;0.6415094339622641;0.7924528301886793;0.7169811320754716;0.7924528301886793;0.7547169811320755;0.7924528301886793;0.7547169811320755;0.8113207547169812;0.7547169811320755;0.8490566037735849;0.7547169811320755;0.9056603773584906;0.7169811320754716;0.9433962264150944;0.6981132075471698;0.9811320754716981;0.6792452830188679;1.0;0.6792452830188679;1.0;0.6792452830188679;1.0;0.6792452830188679;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
0.9444444444444444;0.46296296296296297;0.9814814814814815;0.46296296296296297;1.0;0.46296296296296297;1.0;0.4444444444444444;0.9814814814814815;0.42592592592592593;0.9259259259259259;0.42592592592592593;0.8888888888888888;0.42592592592592593;0.8518518518518519;0.4444444444444444;0.8148148148148148;0.5185185185185185;0.7962962962962963;0.5925925925925926;0.7777777777777778;0.6481481481481481;0.7777777777777778;0.7222222222222222;0.7777777777777778;0.7222222222222222;0.7777777777777778;0.7592592592592593;0.7962962962962963;0.7777777777777778;0.8148148148148148;0.7962962962962963;0.8333333333333334;0.7777777777777778;0.8518518518518519;0.7407407407407407;0.9074074074074074;0.7037037037037037;0.9259259259259259;0.6851851851851852;0.9444444444444444;0.7037037037037037;0.9629629629629629;0.7222222222222222;0.9814814814814815;0.7592592592592593;0.9814814814814815;0.7962962962962963;0.9444444444444444;0.8703703703703703;0.8888888888888888;0.9074074074074074;0.8518518518518519;0.9259259259259259;0.8148148148148148;0.9629629629629629;0.7592592592592593;1.0;0.7592592592592593;1.0;0.7777777777777778;0.9444444444444444;0.0;0.0;5
0.7966101694915254;0.5084745762711864;0.8135593220338984;0.4915254237288136;0.8135593220338984;0.4745762711864407;0.8135593220338984;0.4745762711864407;0.8135593220338984;0.4745762711864407;0.8135593220338984;0.4745762711864407;0.8135593220338984;0.4745762711864407;0.8135593220338984;0.4745762711864407;0.7966101694915254;0.4915254237288136;0.7627118644067796;0.559322033898305;0.711864406779661;0.6440677966101694;0.6610169491525424;0.7288135593220338;0.6440677966101694;0.7966101694915254;0.6440677966101694;0.864406779661017;0.6440677966101694;0.9322033898305084;0.6440677966101694;0.9661016949152542;0.6610169491525424;0.9830508474576272;0.6779661016949152;1.0;0.6949152542372882;1.0;0.711864406779661;0.9661016949152542;0.7457627118644068;0.9322033898305084;0.7627118644067796;0.8813559322033898;0.7627118644067796;0.847457627118644;0.7627118644067796;0.8135593220338984;0.7627118644067796;0.7796610169491526;0.7457627118644068;0.7796610169491526;0.7288135593220338;0.7627118644067796;0.6949152542372882;0.7796610169491526;0.6949152542372882;0.7966101694915254;0.6779661016949152;0.7966101694915254;0.0;0.0;0.0;0.0;6
0.7321428571428571;0.625;0.7321428571428571;0.625;0.7321428571428571;0.625;0.7321428571428571;0.625;0.7321428571428571;0.6071428571428571;0.7678571428571429;0.5357142857142857;0.8214285714285714;0.5;0.8571428571428571;0.48214285714285715;0.875;0.5;0.9107142857142857;0.5357142857142857;0.9285714285714286;0.5535714285714286;0.9821428571428571;0.5178571428571429;1.0;0.48214285714285715;1.0;0.48214285714285715;1.0;0.4642857142857143;0.9821428571428571;0.48214285714285715;0.9464285714285714;0.5892857142857143;0.8928571428571429;0.7321428571428571;0.8571428571428571;0.9285714285714286;0.8392857142857143;1.0;0.8392857142857143;0.9464285714285714;0.8571428571428571;0.875;0.8571428571428571;0.8571428571428571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7
0.8709677419354839;0.3225806451612903;0.8870967741935484;0.3387096774193548;0.8709677419354839;0.3387096774193548;0.8548387096774194;0.3709677419354839;0.8387096774193549;0.41935483870967744;0.8064516129032258;0.46774193548387094;0.7903225806451613;0.5;0.7903225806451613;0.532258064516129;0.7903225806451613;0.5645161290322581;0.7903225806451613;0.5645161290322581;0.8225806451612904;0.5806451612903226;0.8548387096774194;0.5806451612903226;0.9032258064516129;0.5806451612903226;0.9354838709677419;0.5967741935483871;0.967741935483871;0.6290322580645161;1.0;0.6774193548387096;0.9838709677419355;0.7096774193548387;0.967741935483871;0.7419354838709677;0.9516129032258065;0.7741935483870968;0.9193548387096774;0.7903225806451613;0.8870967741935484;0.8064516129032258;0.8709677419354839;0.8225806451612904;0.8548387096774194;0.8225806451612904;0.8548387096774194;0.8064516129032258;0.8709677419354839;0.7258064516129032;0.8870967741935484;0.6451612903225806;0.9193548387096774;0.5645161290322581;0.9354838709677419;0.4838709677419355;0.9354838709677419;0.43548387096774194;0.9354838709677419;0.41935483870967744;0.9354838709677419;0.41935483870967744;0.9354838709677419;0.4032258064516129;8
0.9259259259259259;0.4074074074074074;0.9629629629629629;0.3888888888888889;0.9444444444444444;0.3888888888888889;0.9444444444444444;0.3888888888888889;0.9259259259259259;0.3888888888888889;0.8703703703703703;0.42592592592592593;0.8333333333333334;0.46296296296296297;0.8148148148148148;0.5370370370370371;0.8148148148148148;0.5925925925925926;0.8148148148148148;0.6296296296296297;0.8148148148148148;0.6481481481481481;0.8518518518518519;0.6666666666666666;0.8888888888888888;0.6481481481481481;0.9259259259259259;0.6111111111111112;0.9444444444444444;0.5555555555555556;0.9629629629629629;0.48148148148148145;0.9629629629629629;0.4444444444444444;0.9629629629629629;0.42592592592592593;0.9629629629629629;0.4074074074074074;0.9629629629629629;0.4074074074074074;0.9629629629629629;0.4074074074074074;0.9814814814814815;0.42592592592592593;0.9814814814814815;0.46296296296296297;0.9814814814814815;0.5370370370370371;0.9814814814814815;0.6481481481481481;0.9814814814814815;0.7777777777777778;0.9444444444444444;0.8888888888888888;0.9259259259259259;0.9629629629629629;0.9074074074074074;0.9814814814814815;0.8703703703703703;1.0;0.8333333333333334;0.9629629629629629;0.8148148148148148;0.9074074074074074;9
